id,name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
943,HD 2638 b,179,9.44,Gas Giant,2005,0.42,Jupiter,1.28,Jupiter,0.04,0.009308693,0,Radial Velocity
944,HD 2685 b,642,9.595,Gas Giant,2019,1.17,Jupiter,1.44,Jupiter,0.0568,0.011225188,0.09,Transit
945,HD 26965 b,16,4.42018,Neptune-like,2018,8.47,Earth,0.254,Jupiter,0.1028,0.11608488,0.04,Radial Velocity
946,HD 27442 b,60,4.44,Gas Giant,2000,1.56,Jupiter,1.21,Jupiter,1.271,1.172074,0.06,Radial Velocity
947,HD 27631 b,164,8.26,Gas Giant,2012,1.494,Jupiter,1.21,Jupiter,3.242,6,0.14,Radial Velocity
948,HD 27894 b,143,9.36,Gas Giant,2005,0.61939,Jupiter,1.26,Jupiter,0.125367,0.049281314,0.05,Radial Velocity
949,HD 27894 c,143,9.36,Gas Giant,2017,0.162,Jupiter,0.735,Jupiter,0.198,0.09883641,0.02,Radial Velocity
950,HD 27894 d,143,9.36,Gas Giant,2017,6.78167,Jupiter,1.13,Jupiter,5.359964,13.8,0.34,Radial Velocity
951,HD 27969 b,222,7.66,Gas Giant,2021,4.8,Jupiter,1.15,Jupiter,1.552,1.8,0.18,Radial Velocity
952,HD 28109 b,455,9.42,Super Earth,2022,18.496,Earth,2.199,Earth,0.1357,0.062696785,0.3307,Transit
953,HD 28109 c,455,9.42,Neptune-like,2022,7.943,Earth,0.377,Jupiter,0.308,0.15331964,0.1203,Transit
954,HD 28109 d,455,9.42,Neptune-like,2022,5.681,Earth,0.29,Jupiter,0.411,0.23080082,0.0864,Transit
955,HD 28185 b,128,7.8,Gas Giant,2001,5.83181,Jupiter,1.14,Jupiter,1.034659,1.0554415,0.05,Radial Velocity
956,HD 28185 c,128,7.8,Gas Giant,2022,19.58437,Jupiter,1.08,Jupiter,13.109497,47.7,0.12,Radial Velocity
957,HD 28192 b,162,8.06,Gas Giant,2022,0.31091,Jupiter,1.08,Jupiter,0.117885,0.03887748,0.1,Radial Velocity
958,HD 28254 b,180,7.69,Gas Giant,2010,1.16,Jupiter,1.22,Jupiter,2.15,3.1,0.81,Radial Velocity
959,HD 285507 b,147,10.49,Gas Giant,2013,0.98,Jupiter,1.23,Jupiter,0.06,0.01670089,0.09,Radial Velocity
960,HD 285968 b,31,9.95,Neptune-like,2008,8.4,Earth,0.253,Jupiter,0.066,0.024093088,0,Radial Velocity
961,HD 28678 b,619,8.38,Gas Giant,2011,1.542,Jupiter,1.21,Jupiter,1.18,1.0409309,0.15,Radial Velocity
962,HD 29021 b,101,7.76,Gas Giant,2017,4.47,Jupiter,1.15,Jupiter,2.28,3.7,0.46,Radial Velocity
963,HD 290327 b,184,8.99,Gas Giant,2009,2.43,Jupiter,1.18,Jupiter,3.43,6.7,0.08,Radial Velocity
964,HD 29399 b,144,5.79,Gas Giant,2022,1.57,Jupiter,1.21,Jupiter,1.913,2.4,0.05,Radial Velocity
965,HD 2952 b,359,5.9258,Gas Giant,2013,1.37,Jupiter,1.21,Jupiter,1.23,0.8531143,0.13,Radial Velocity
966,HD 29985 b,102,9.98,Gas Giant,2022,5.91997,Jupiter,1.14,Jupiter,13.283797,56.5,0.26,Radial Velocity
967,HD 30177 b,181,8.41,Gas Giant,2002,8.68799,Jupiter,1.12,Jupiter,3.603011,6.9,0.21,Radial Velocity
968,HD 30177 c,181,8.41,Gas Giant,2016,6.5587,Jupiter,1.13,Jupiter,10.273072,33.1,0.04,Radial Velocity
969,HD 30562 b,85,5.77466,Gas Giant,2009,1.22,Jupiter,1.22,Jupiter,2.34,3.2,0.76,Radial Velocity
970,HD 30669 b,189,9.12,Gas Giant,2014,0.47,Jupiter,1.27,Jupiter,2.69,4.6,0.18,Radial Velocity
971,HD 30856 b,428,7.91,Gas Giant,2011,1.547,Jupiter,1.21,Jupiter,1.85,2.3,0.06,Radial Velocity
972,HD 31253 b,190,7.13266,Gas Giant,2010,0.62,Jupiter,1.26,Jupiter,1.26,1.2758385,0.3,Radial Velocity
973,HD 31527 b,125,7.49,Neptune-like,2019,10.47,Earth,0.288,Jupiter,0.1254,0.045448326,0.1,Radial Velocity
974,HD 31527 c,125,7.49,Neptune-like,2019,14.16,Earth,0.343,Jupiter,0.2663,0.14017797,0.04,Radial Velocity
